appic_number,site,city,state,url,display_id,last_updated,department,address,primary_agency_type,additional_agency_types,web_address,brochure_url,apa_accreditation,cpa_accreditation,start_date,ft_slots,ft_stipend,fringe_benefits,accepting_applicants,application_due_date,us_citizenship_required,noncitizen_work_auth_required,min_intervention_hours,min_assessment_hours,min_combined_hours,min_years_grad,accepts_clinical,accepts_counseling,accepts_school,accepts_phd,accepts_psyd,populations,treatment_modalities,experience_areas,research_level,assessment_modality_level,ft_stipend_raw,lat,lng,geocode_exact
1536,University of Pennsylvania Department of Psychiatry/Department of Psychiatry,Philadelphia,PA,https://membership.appic.org/directory/display/384,384,08/09/2026,Department of Psychiatry,"University of Pennsylvania 3535 Market Street, Suite 670 Philadelphia, Pennsylvania 19104",Medical School,Academic Health Center Community Mental Health Center Medical School University Counseling Center,https://www.med.upenn.edu/clinicalpsych/,,Accredited,Not Accredited,07/01/2027,9.0,38192.0,"Dental Insurance,
              
              
            
              Health Insurance,
              
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/01/2026 11:59 PM EST,False,True,,,,4.0,True,True,True,True,True,"['Children', 'Adolescents', 'Adults', 'Family', 'Older Adults', 'Inpatients', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Students', 'International Students', 'Urban', 'Low income']","{'Assessment': 'emphasis', 'Individual Therapy': 'major_area', 'Group Therapy': 'exposure', 'Community Intervention': 'emphasis', 'Consultation/Liaison': 'emphasis', 'Brief Psychotherapy': 'experience', 'Long-term Psychotherapy': 'exposure', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'exposure'}","{'Health Psychology': 'emphasis', ""Women's Health"": 'exposure', 'Eating Disorders': 'exposure', 'Developmental Disabilities': 'major_area', 'Assessment': 'emphasis', 'Neuropsychology-Adult': 'major_area', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'experience', 'Trauma/PTSD': 'experience', 'Substance Use Disorders': 'exposure', 'Geropsychology': 'exposure', 'School': 'emphasis', 'Counseling': 'major_area', 'Empirically-Supported Treatments': 'major_area', 'Program Development/Evaluation': 'exposure', 'Supervision': 'exposure', 'Research': 'exposure', 'Integrated health care - primary': 'exposure', 'Integrated health care - specialty': 'exposure'}",exposure,emphasis,38192.0,39.9524,-75.1636,True
1542,University of Pittsburgh/Counseling Center,Pittsburgh,PA,https://membership.appic.org/directory/display/514,514,07/27/2026,Counseling Center,"Wellness Center 119 University Place Pittsburgh, Pennsylvania 15260",University Counseling Center,University Counseling Center,https://www.studentaffairs.pitt.edu/counseling/professional-training-programs#apa,https://www.studentaffairs.pitt.edu/counseling/professional-training-programs#apa,Accredited,Not Accredited,08/02/2027,4.0,44000.0,"Comp Time ,
              
            
              Dissertation Release Time,
              
            
              Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
            
              Licensing Exam Release Time,
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/08/2026 11:59 PM EST,False,True,400.0,50.0,,3.0,True,True,False,True,True,"['Adolescents', 'Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Deaf/Hearing-impaired', 'Students', 'International Students', 'Rural', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'experience', 'Individual Therapy': 'major_area', 'Couples Therapy': 'exposure', 'Group Therapy': 'experience', 'Community Intervention': 'experience', 'Consultation/Liaison': 'emphasis', 'Crisis Intervention': 'exposure', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'experience', 'Primary Care': 'exposure', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'emphasis'}","{'Health Psychology': 'exposure', ""Women's Health"": 'exposure', 'Eating Disorders': 'experience', 'Sexual Disorders': 'exposure', 'Rehabilitation Psychology': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'exposure', 'Developmental Disabilities': 'exposure', 'Assessment': 'experience', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'emphasis', 'Substance Use Disorders': 'experience', 'Counseling': 'major_area', 'Vocational/Career Development': 'exposure', 'Multicultural Therapy': 'emphasis', 'Feminist Therapy': 'experience', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'major_area', 'Public Policy/Advocacy': 'exposure', 'Program Development/Evaluation': 'exposure', 'Supervision': 'major_area', 'Research': 'exposure', 'Administration': 'emphasis', 'Integrated health care - primary': 'experience', 'Integrated health care - specialty': 'experience'}",exposure,experience,44000.0,40.4406,-79.9959,True
2639,University of Puerto Rico Internship Consortium/Department of Psychology,San Juan,PR,https://membership.appic.org/directory/display/3070,3070,08/06/2026,Department of Psychology,"9 Ave. Univeridad STE 901 San Juan, Puerto Rico 00925",Consortium,Child/Adolescent Psychiatric or Pediatrics Community Mental Health Center Consortium Psychology Department Other,https://sociales.uprrp.edu/cusep-eng/,https://sociales.uprrp.edu/psicologia/internado/,Not Accredited,Not Accredited,08/02/2027,5.0,16000.0,"Dissertation Release Time,
              
              
              
              
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,12/01/2026 11:59 PM EST,False,False,500.0,,500.0,4.0,True,False,False,True,False,"['Infants', 'Toddlers', 'Children', 'Adolescents', 'Adults', 'Family', 'Older Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'Rural', 'Urban', 'Low income']","{'Assessment': 'major_area', 'Individual Therapy': 'major_area', 'Couples Therapy': 'exposure', 'Family Therapy': 'exposure', 'Group Therapy': 'exposure', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'exposure', 'Long-term Psychotherapy': 'major_area', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'major_area', 'Supervision of Practicum students': 'exposure'}","{'Health Psychology': 'exposure', 'Physical Disabilities': 'experience', 'Learning Disabilities': 'experience', 'Developmental Disabilities': 'major_area', 'Assessment': 'emphasis', 'Serious Mental Illness': 'experience', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'experience', 'Pediatrics': 'major_area', 'School': 'major_area', 'Vocational/Career Development': 'exposure', 'Empirically-Supported Treatments': 'major_area', 'Supervision': 'exposure', 'Research': 'major_area', 'Administration': 'experience'}",major_area,major_area,1600000.0,18.2,-66.4,False
1751,"University of Puget Sound/Counseling, Health and Wellness Services",Tacoma,WA,https://membership.appic.org/directory/display/784,784,08/07/2026,"Counseling, Health and Wellness Services","1500 N. Warner Avenue Box 1035 Tacoma, Washington 98416-1035",University Counseling Center,,http://www.pugetsound.edu/student-life/counseling-health-and-wellness/graduate-training-internships/doctoral-psychology-intern/program-overview/,http://www.pugetsound.edu/student-life/counseling-health-and-wellness/graduate-training-internships/doctoral-psychology-intern/program-overview/,Accredited,Not Accredited,08/02/2027,2.0,37564.0,"Dissertation Release Time,
              
            
              Dental Insurance,
              
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/08/2026 11:59 PM EST,False,True,420.0,,,4.0,True,True,False,True,True,"['Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Students', 'International Students', 'Rural', 'Urban', 'Low income', 'People without housing']","{'Individual Therapy': 'major_area', 'Group Therapy': 'experience', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'exposure', 'Evidenced Based Practice': 'emphasis', 'Supervision of Practicum students': 'emphasis'}","{'Health Psychology': 'major_area', ""Women's Health"": 'emphasis', 'Eating Disorders': 'experience', 'Sexual Disorders': 'experience', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'exposure', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'major_area', 'Substance Use Disorders': 'emphasis', 'Counseling': 'major_area', 'Multicultural Therapy': 'major_area', 'Feminist Therapy': 'major_area', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'emphasis', 'Program Development/Evaluation': 'experience', 'Supervision': 'emphasis', 'Integrated health care - primary': 'major_area'}",,,37564.0,47.2529,-122.4443,True
2610,University of Richmond/Counseling and Psychological Services (CAPS),Richmond,VA,https://membership.appic.org/directory/display/2968,2968,08/07/2026,Counseling and Psychological Services (CAPS),"363 College Road Well-Being Center - third floor Richmond, Virginia 23173",University Counseling Center,University Counseling Center,https://caps.richmond.edu/,https://caps.richmond.edu/training/Doctoral-Internship.html,Not Accredited,Not Accredited,08/01/2027,2.0,47740.0,"Dissertation Release Time,
              
            
              Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
            
              Licensing Exam Release Time,
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,12/06/2026 11:59 PM EST,False,True,325.0,20.0,345.0,3.0,True,True,True,True,True,"['Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Students', 'International Students', 'Urban', 'Low income']","{'Assessment': 'exposure', 'Individual Therapy': 'emphasis', 'Couples Therapy': 'exposure', 'Family Therapy': 'exposure', 'Group Therapy': 'experience', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'emphasis', 'Long-term Psychotherapy': 'experience', 'Evidenced Based Practice': 'emphasis', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'experience'}","{'Health Psychology': 'exposure', 'Eating Disorders': 'exposure', 'Sports Psychology': 'exposure', 'Learning Disabilities': 'exposure', 'Assessment': 'experience', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'emphasis', 'Trauma/PTSD': 'emphasis', 'Sexual Abuse': 'experience', 'Substance Use Disorders': 'experience', 'Counseling': 'major_area', 'Vocational/Career Development': 'experience', 'Multicultural Therapy': 'major_area', 'Empirically-Supported Treatments': 'emphasis', 'Program Development/Evaluation': 'emphasis', 'Supervision': 'exposure', 'Research': 'exposure', 'Administration': 'exposure'}",exposure,exposure,47740.0,37.5538,-77.4603,True
1491,University of Rochester/University Counseling Center,Rochester,NY,https://membership.appic.org/directory/display/420,420,08/10/2026,University Counseling Center,"P.O. Box 270356 Rochester, New York 14627-0356",University Counseling Center,University Counseling Center,http://www.rochester.edu/ucc,https://www.rochester.edu/uhs/ucc/professional-training-programs/internship-admissions-support-and-initial-placement-data/,Accredited,Not Accredited,08/01/2027,5.0,38616.0,"Health Insurance,
              
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/10/2026 11:59 PM EST,False,False,200.0,,,3.0,True,True,False,True,True,"['Adolescents', 'Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Students', 'International Students', 'Rural', 'Urban']","{'Assessment': 'exposure', 'Individual Therapy': 'major_area', 'Couples Therapy': 'exposure', 'Group Therapy': 'experience', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'exposure', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'exposure', 'Primary Care': 'exposure', 'Evidenced Based Practice': 'major_area', 'Supervision of Practicum students': 'exposure'}","{""Women's Health"": 'exposure', 'Eating Disorders': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'exposure', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'emphasis', 'Trauma/PTSD': 'emphasis', 'Sexual Abuse': 'experience', 'Substance Use Disorders': 'exposure', 'Counseling': 'major_area', 'Multicultural Therapy': 'major_area', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'major_area', 'Program Development/Evaluation': 'exposure', 'Supervision': 'exposure', 'Integrated health care - primary': 'exposure'}",,exposure,38616.0,43.1548,-77.6156,True
1490,University of Rochester Medicine/Department of  Psychiatry,Rochester,NY,https://membership.appic.org/directory/display/848,848,07/22/2026,Department of  Psychiatry,"300 Crittenden Boulevard Rochester, New York 14642-8409",Academic Health Center,Academic Health Center Child/Adolescent Psychiatric or Pediatrics Community Mental Health Center Medical School Private General Hospital,https://www.urmc.rochester.edu/psychiatry/education/psychology-internship-and-fellowship/doctoral-internship.aspx,https://www.urmc.rochester.edu/psychiatry/education/psychology-internship-and-fellowship/doctoral-internship.aspx,Accredited,Not Accredited,08/01/2027,10.0,38252.0,"Health Insurance,
              
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/02/2026 11:59 PM EST,False,True,450.0,100.0,,3.0,True,True,False,True,True,"['Infants', 'Toddlers', 'Children', 'Adolescents', 'Adults', 'Family', 'Older Adults', 'Inpatients', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Deaf/Hearing-impaired', 'Students', 'Rural', 'Urban', 'Low income']","{'Assessment': 'emphasis', 'Individual Therapy': 'major_area', 'Couples Therapy': 'exposure', 'Family Therapy': 'exposure', 'Group Therapy': 'experience', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'experience', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'emphasis', 'Cognitive Rehabilitation': 'emphasis', 'Primary Care': 'exposure', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'exposure'}","{'Health Psychology': 'major_area', ""Women's Health"": 'experience', 'HIV/AIDS': 'exposure', 'Eating Disorders': 'exposure', 'Sexual Disorders': 'exposure', 'Rehabilitation Psychology': 'emphasis', 'Physical Disabilities': 'emphasis', 'Learning Disabilities': 'experience', 'Developmental Disabilities': 'emphasis', 'Assessment': 'emphasis', 'Neuropsychology-Adult': 'major_area', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'exposure', 'Substance Use Disorders': 'experience', 'Geropsychology': 'major_area', 'Pediatrics': 'major_area', 'School': 'emphasis', 'Multicultural Therapy': 'emphasis', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'major_area', 'Public Policy/Advocacy': 'exposure', 'Program Development/Evaluation': 'exposure', 'Supervision': 'exposure', 'Research': 'exposure', 'Administration': 'exposure', 'Integrated health care - primary': 'exposure', 'Integrated health care - specialty': 'major_area'}",exposure,emphasis,38252.0,43.1548,-77.6156,True
1750,University of San Diego/Counseling Center,San Diego,CA,https://membership.appic.org/directory/display/353,353,07/27/2026,Counseling Center,"300 Serra and Tekakwitha Hall 5998 Alcala Park San Diego, California 92110",University Counseling Center,,http://www.sandiego.edu/counseling-center/,http://www.sandiego.edu/counseling-center/doctoral-internship/,Accredited,Not Accredited,08/01/2027,3.0,39520.0,"Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/01/2026 11:59 PM EST,False,False,450.0,,,3.0,True,True,False,True,True,"['Adolescents', 'Adults', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'International Students', 'Urban', 'Low income']","{'Assessment': 'exposure', 'Individual Therapy': 'major_area', 'Group Therapy': 'experience', 'Community Intervention': 'experience', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'major_area', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'exposure', 'Primary Care': 'exposure', 'Evidenced Based Practice': 'experience', 'Supervision of Practicum students': 'exposure'}","{'Health Psychology': 'exposure', ""Women's Health"": 'experience', 'Eating Disorders': 'exposure', 'Learning Disabilities': 'exposure', 'Assessment': 'exposure', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'exposure', 'Sexual Abuse': 'exposure', 'Substance Use Disorders': 'experience', 'Counseling': 'major_area', 'Multicultural Therapy': 'major_area', 'Feminist Therapy': 'exposure', 'Religion/Spirituality': 'experience', 'Empirically-Supported Treatments': 'experience', 'Supervision': 'experience', 'Administration': 'exposure', 'Integrated health care - primary': 'exposure'}",,exposure,3952000.0,32.7157,-117.1647,True
2196,University of San Francisco /Counseling and Psychological Services (CAPS),San Francisco,CA,https://membership.appic.org/directory/display/85,85,06/18/2026,Counseling and Psychological Services (CAPS),"2130 Fulton Street San Francisco, California 94117",University Counseling Center,,https://myusf.usfca.edu/caps,https://myusf.usfca.edu/caps/doctoral-internship-in-health-service-psychology,Accredited,Not Accredited,08/02/2027,3.0,40950.0,"Dissertation Release Time,
              
            
              Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
            
              Licensing Exam Release Time,
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/02/2026 11:59 PM EST,False,True,400.0,0.0,,3.0,True,True,False,True,True,"['Adolescents', 'Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'International Students', 'Urban', 'Low income']","{'Assessment': 'exposure', 'Individual Therapy': 'major_area', 'Couples Therapy': 'exposure', 'Group Therapy': 'experience', 'Community Intervention': 'experience', 'Consultation/Liaison': 'experience', 'Crisis Intervention': 'emphasis', 'Brief Psychotherapy': 'major_area', 'Evidenced Based Practice': 'major_area'}","{'Health Psychology': 'experience', ""Women's Health"": 'experience', 'Eating Disorders': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'emphasis', 'Assessment': 'exposure', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'experience', 'Substance Use Disorders': 'experience', 'Counseling': 'major_area', 'Multicultural Therapy': 'major_area', 'Feminist Therapy': 'emphasis', 'Religion/Spirituality': 'experience', 'Empirically-Supported Treatments': 'major_area', 'Public Policy/Advocacy': 'exposure', 'Program Development/Evaluation': 'experience', 'Supervision': 'exposure', 'Administration': 'exposure'}",,exposure,40950.0,37.7749,-122.4194,True
1553,"University of South Carolina/Student Health and Well-Being, Counseling & Psychology Services",Columbia,SC,https://membership.appic.org/directory/display/422,422,07/14/2026,"Student Health and Well-Being, Counseling & Psychology Services","Center for Health and Well-Being 1401 Devine St. Columbia, South Carolina 29208",University Counseling Center,University Counseling Center,https://sc.edu/about/offices_and_divisions/student-health-well-being/mental-health/training_and_advocacy/,,Accredited,Not Accredited,08/02/2027,3.0,36567.0,"Dissertation Release Time,
              
            
              Dental Insurance,
              
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/11/2026 11:59 PM EST,True,True,450.0,25.0,475.0,3.0,True,True,False,True,True,"['Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Students', 'International Students', 'Rural', 'Urban', 'Low income']","{'Assessment': 'exposure', 'Individual Therapy': 'major_area', 'Couples Therapy': 'exposure', 'Group Therapy': 'emphasis', 'Community Intervention': 'experience', 'Consultation/Liaison': 'major_area', 'Crisis Intervention': 'major_area', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'experience', 'Cognitive Rehabilitation': 'exposure', 'Primary Care': 'exposure', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'exposure'}","{'Health Psychology': 'exposure', ""Women's Health"": 'exposure', 'Eating Disorders': 'emphasis', 'Sexual Disorders': 'experience', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'exposure', 'Developmental Disabilities': 'experience', 'Assessment': 'exposure', 'Serious Mental Illness': 'emphasis', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'major_area', 'Substance Use Disorders': 'experience', 'Counseling': 'major_area', 'Vocational/Career Development': 'exposure', 'Multicultural Therapy': 'major_area', 'Feminist Therapy': 'major_area', 'Religion/Spirituality': 'experience', 'Empirically-Supported Treatments': 'major_area', 'Public Policy/Advocacy': 'exposure', 'Program Development/Evaluation': 'experience', 'Supervision': 'experience', 'Research': 'exposure', 'Administration': 'major_area', 'Integrated health care - primary': 'experience', 'Integrated health care - specialty': 'experience'}",exposure,exposure,36567.0,34.0007,-81.0348,True
1226,University of South Florida/Counseling Center ,Tampa,FL,https://membership.appic.org/directory/display/372,372,06/17/2026,Counseling Center,"SVC 2124 4202 E. Fowler Ave Tampa, Florida 33620-6970",University Counseling Center,,http://www.usf.edu/counsel/,http://www.usf.edu/student-affairs/counseling-center/training/index.aspx,Accredited,Not Accredited,08/01/2026,3.0,40000.0,"Comp Time ,
              
              
            
              Dental Insurance,
              
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/08/2026 11:59 PM EST,False,True,400.0,0.0,,3.0,True,True,True,True,True,"['Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'International Students', 'Urban', 'Low income']","{'Assessment': 'exposure', 'Individual Therapy': 'major_area', 'Couples Therapy': 'exposure', 'Group Therapy': 'exposure', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'exposure', 'Evidenced Based Practice': 'emphasis', 'Supervision of Practicum students': 'exposure'}","{'Health Psychology': 'exposure', 'Eating Disorders': 'exposure', 'Sexual Disorders': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'exposure', 'Developmental Disabilities': 'exposure', 'Assessment': 'exposure', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'experience', 'Trauma/PTSD': 'exposure', 'Sexual Abuse': 'exposure', 'Substance Use Disorders': 'exposure', 'Counseling': 'major_area', 'Vocational/Career Development': 'exposure', 'Multicultural Therapy': 'major_area', 'Feminist Therapy': 'exposure', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'emphasis', 'Program Development/Evaluation': 'exposure', 'Supervision': 'exposure', 'Research': 'exposure', 'Administration': 'exposure', 'Integrated health care - primary': 'exposure'}",exposure,exposure,40000.0,27.9475,-82.4584,True
2499,University of South Florida/USF Health Doctoral Internship ,Tampa,FL,https://membership.appic.org/directory/display/2600,2600,06/03/2026,USF Health Doctoral Internship,"13101 N. Bruce B. Downs Boulevard CMS  2026 Tampa, Florida 33612",Academic Health Center,Academic Health Center Medical School,https://health.usf.edu/medicine/pediatrics/child-adolescent-psychology/psychology-internship/overview,https://usf.app.box.com/file/539881014620?s=mwyqeog74c9a5epvh223zmr4d8e95dfi,Accredited,Not Accredited,08/09/2027,2.0,28352.0,"Health Insurance,
              
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/01/2026 11:59 PM EST,True,False,300.0,200.0,500.0,,True,True,True,True,True,"['Infants', 'Toddlers', 'Children', 'Adolescents', 'Family', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'French-speaking', 'Deaf/Hearing-impaired', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'experience', 'Individual Therapy': 'exposure', 'Family Therapy': 'exposure', 'Group Therapy': 'exposure', 'Community Intervention': 'exposure', 'Brief Psychotherapy': 'exposure', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'exposure'}","{'Health Psychology': 'experience', 'Eating Disorders': 'exposure', 'Learning Disabilities': 'exposure', 'Developmental Disabilities': 'experience', 'Assessment': 'experience', 'Neuropsychology-Child': 'exposure', 'Anxiety Disorders': 'exposure', 'Trauma/PTSD': 'exposure', 'Sexual Abuse': 'exposure', 'Pediatrics': 'major_area', 'School': 'exposure', 'Counseling': 'exposure', 'Empirically-Supported Treatments': 'experience', 'Supervision': 'exposure', 'Research': 'exposure', 'Integrated health care - primary': 'exposure', 'Integrated health care - specialty': 'exposure'}",exposure,experience,28352.0,27.9475,-82.4584,True
1136,University of Southern California/Counseling and Mental Health Services,Los Angeles,CA,https://membership.appic.org/directory/display/301,301,06/01/2026,Counseling and Mental Health Services,"University of Southern California Counseling and Mental Health Services 1031 West 34th Street, Suite 304 Los Angeles, California 90089",University Counseling Center,Medical School,https://sites.usc.edu/cmhtraining/,https://sites.usc.edu/cmhtraining/,Accredited,Not Accredited,08/02/2027,4.0,54953.0,"Comp Time ,
              
              
            
              Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/02/2026 11:59 PM EST,False,True,500.0,,,3.0,True,True,False,True,True,"['Adolescents', 'Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Students', 'International Students', 'Rural', 'Urban', 'Low income']","{'Individual Therapy': 'major_area', 'Couples Therapy': 'exposure', 'Group Therapy': 'experience', 'Community Intervention': 'emphasis', 'Consultation/Liaison': 'emphasis', 'Crisis Intervention': 'emphasis', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'exposure', 'Supervision of Practicum students': 'emphasis'}","{'Health Psychology': 'major_area', ""Women's Health"": 'experience', 'Eating Disorders': 'exposure', 'Sports Psychology': 'exposure', 'Learning Disabilities': 'experience', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'experience', 'Substance Use Disorders': 'major_area', 'Counseling': 'major_area', 'Multicultural Therapy': 'major_area', 'Supervision': 'major_area'}",,,54953.0,34.0522,-118.2437,True
1387,University of St. Thomas/University of St. Thomas Counseling and Psychological Services,St. Paul,MN,https://membership.appic.org/directory/display/37,37,08/10/2026,University of St. Thomas Counseling and Psychological Services,"Center for Well-Being 2115 Summit Ave St. Paul, Minnesota 55105-1096",University Counseling Center,,http://www.stthomas.edu/psychinternship/,http://www.stthomas.edu/psychinternship,Accredited,Not Accredited,08/9/2027,4.0,37000.0,"Dissertation Release Time,
              
            
              Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
            
              Licensing Exam Release Time,
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/02/2026 11:59 PM EST,False,False,350.0,10.0,,3.0,True,True,False,True,True,"['Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Students', 'International Students', 'Rural', 'Urban', 'Low income']","{'Assessment': 'experience', 'Individual Therapy': 'major_area', 'Group Therapy': 'emphasis', 'Community Intervention': 'experience', 'Consultation/Liaison': 'emphasis', 'Crisis Intervention': 'emphasis', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'exposure', 'Primary Care': 'exposure', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'experience'}","{'Health Psychology': 'exposure', 'Eating Disorders': 'exposure', 'Sexual Disorders': 'exposure', 'Sports Psychology': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'exposure', 'Assessment': 'experience', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'experience', 'Substance Use Disorders': 'experience', 'Counseling': 'major_area', 'Vocational/Career Development': 'exposure', 'Multicultural Therapy': 'major_area', 'Feminist Therapy': 'experience', 'Religion/Spirituality': 'experience', 'Empirically-Supported Treatments': 'major_area', 'Program Development/Evaluation': 'exposure', 'Supervision': 'experience', 'Research': 'exposure', 'Administration': 'exposure', 'Integrated health care - specialty': 'experience'}",exposure,experience,37000.0,46.3,-94.3,False
